,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11
8.8920,"[1.8238657668407574, 0.18093585750942964, 0.47522839494773195, 0.6629689287398006, 0.6027474385401176]","[2.0900521256100784, 0.16199313203192006, 0.6629689287398006, 0.7555980674019023, 0.710946689672184]","[2.223146508087246, 0.15253487526825832, 0.7555980674019023, 0.8192467278693232, 0.7895764354349695]","[2.3221953185523954, 0.17638465952408316, 0.8192467278693232, 0.8787504107258777, 0.8496329068313168]","[2.386543798238561, 0.1745562432239801, 0.8787504107258777, 0.9294568069691166, 0.9044710105478821]","[2.4559039042033888, 0.18739664626646677, 0.9294568069691166, 0.9806127803607001, 0.9555110979742751]","[2.5392741548340245, 0.2151083652171419, 0.9806127803607001, 1.0334437139166646, 1.0062404876754139]","[2.597813353710427, 0.21018336792490627, 1.0334437139166646, 1.083910991913012, 1.0592375535673495]","[2.6789096559994583, 0.23539703959449024, 1.083910991913012, 1.145514124266225, 1.113999103859355]","[2.7384890942680267, 0.23190244055069964, 1.145514124266225, 1.2300165962872123, 1.185945496474943]","[2.889717719428167, 0.2747146364232412, 1.2300165962872123, 1.3636178407822659, 1.292975000475648]","[3.1086305091226407, 0.25387954753514674, 1.3636178407822659, 2.405171017021735, 1.5494502299144906]"
8.7620,"[1.8460984628460058, 0.17528012772257404, 0.4720782351930214, 0.6608019440346973, 0.6000259370838563]","[2.105589587057552, 0.1504974870183559, 0.6608019440346973, 0.7539064883504256, 0.7085365680652407]","[2.2294161214557007, 0.1580041709987128, 0.7539064883504256, 0.8168299079786512, 0.7875326352024075]","[2.3277282857617325, 0.17393054266873273, 0.8168299079786512, 0.8772976707844587, 0.847985697227812]","[2.4004855768998015, 0.1831079540913186, 0.8772976707844587, 0.9287121714244453, 0.9033502073232557]","[2.4692856136460826, 0.1926557216812027, 0.9287121714244453, 0.9797199164774214, 0.954912971237417]","[2.548698773434764, 0.22185045178404103, 0.9797199164774214, 1.0328171246812088, 1.0059002301175715]","[2.6199927305338067, 0.2195868738213065, 1.0328171246812088, 1.08504233912174, 1.0595021543687873]","[2.693829026197698, 0.243750971817916, 1.08504233912174, 1.1470594097437063, 1.1147951497849102]","[2.75131270407094, 0.23166266352181575, 1.1470594097437063, 1.230685403707324, 1.1871716244215471]","[2.9225261790417587, 0.2897093219282178, 1.230685403707324, 1.366679278158755, 1.2952459068043296]","[3.1711016817195303, 0.272212128754859, 1.366679278158755, 2.426119355883777, 1.5567457531077984]"
8.6360,"[1.8841872916168698, 0.1795484450787971, 0.468800882258793, 0.6586150466343055, 0.5972042540088001]","[2.148185388904186, 0.15918661864950878, 0.6586150466343055, 0.7512067037636319, 0.7060683749320599]","[2.2814648572557368, 0.1461369239033777, 0.7512067037636319, 0.8150183073084529, 0.785477180340804]","[2.370817586171031, 0.17148499943139653, 0.8150183073084529, 0.8759519581146322, 0.8463164062685865]","[2.4388549068107968, 0.19006374329950884, 0.8759519581146322, 0.9275200722645374, 0.9021284308340758]","[2.508414489759241, 0.17531629455353231, 0.9275200722645374, 0.9792550789077882, 0.9543645267104773]","[2.597474721070577, 0.2139723171309494, 0.9792550789077882, 1.0317318494547272, 1.005662505627785]","[2.6524661954650437, 0.1936040790114912, 1.0317318494547272, 1.0855498112264361, 1.059611759109128]","[2.7357343429525827, 0.23812601845060075, 1.0855498112264361, 1.1487027901653577, 1.1157346215110338]","[2.7926914476473255, 0.23074094736692496, 1.1487027901653577, 1.2337003564992042, 1.1886293995268133]","[2.968603079029203, 0.27937386097794265, 1.2337003564992042, 1.3713798229343437, 1.2980655415792741]","[3.2210930494583105, 0.2807619525537861, 1.3713798229343437, 2.4823992878785885, 1.5624502693957272]"
8.5150,"[1.9268809820037958, 0.19535802666409166, 0.4656947273487165, 0.6561806823431072, 0.5944705446559685]","[2.184099034805201, 0.18348386354635762, 0.6561806823431072, 0.7493177008864741, 0.7036419679185697]","[2.314387269202291, 0.151782765816984, 0.7493177008864741, 0.8130386925056642, 0.7833880066477369]","[2.4009730915728573, 0.20568476213197512, 0.8130386925056642, 0.8741866654934999, 0.8446690538737824]","[2.477455973328349, 0.19427189247748672, 0.8741866654934999, 0.9275574228459559, 0.9009189318379203]","[2.55717636828528, 0.1958079993424698, 0.9275574228459559, 0.9786059259585139, 0.9537953395015071]","[2.627275600154359, 0.22324938949419548, 0.9786059259585139, 1.0325701590374168, 1.0053845595343902]","[2.7093416302000795, 0.22571793917382152, 1.0325701590374168, 1.086406370295418, 1.0599728477421453]","[2.7839531849514723, 0.23400501965902967, 1.086406370295418, 1.1501169793889268, 1.1166251025545861]","[2.8408181380822994, 0.21377738636391025, 1.1501169793889268, 1.2344049624953257, 1.1899943351022877]","[3.006566483236685, 0.2671844309946386, 1.2344049624953257, 1.3765939156639757, 1.300565835793161]","[3.2695698759971106, 0.2701831400215384, 1.3765939156639757, 2.487250698400827, 1.5682580022128085]"
8.3970,"[1.9376093877195215, 0.17412224051677347, 0.4627288749602562, 0.6539152073197253, 0.5918363305658709]","[2.1976593872624353, 0.1599342881489423, 0.6539152073197253, 0.747635173227264, 0.7013029129867703]","[2.3286024870519455, 0.15050744261167354, 0.747635173227264, 0.8112191321821021, 0.7813776829496273]","[2.4227535195619954, 0.17313601296472075, 0.8112191321821021, 0.8731627468253316, 0.8431399343620435]","[2.4962213764910364, 0.20721878806520444, 0.8731627468253316, 0.9268890116974084, 0.8997705420501595]","[2.5750083204546224, 0.2036588662684176, 0.9268890116974084, 0.978306097713769, 0.9532232220798997]","[2.6482826148435685, 0.2323949302147466, 0.978306097713769, 1.0335091845772317, 1.0051237898536896]","[2.7271784553100793, 0.23877692736793638, 1.0335091845772317, 1.0874870018738845, 1.060048221801191]","[2.7965530615823138, 0.23930378771995384, 1.0874870018738845, 1.150223417226229, 1.1173713790656177]","[2.8613654315495896, 0.23264022606787524, 1.150223417226229, 1.237296050715229, 1.1912393725998274]","[3.0262868093659603, 0.28260912657963977, 1.237296050715229, 1.3798052230194573, 1.3029034484065836]","[3.301193673253582, 0.31053887970916066, 1.3798052230194573, 2.5327532470261587, 1.5747761458297518]"
8.2830,"[1.9691071702486653, 0.18014047170409309, 0.45954695494927317, 0.6513923920567861, 0.589133878332535]","[2.236413728192894, 0.16853271492995672, 0.6513923920567861, 0.7456030598655286, 0.6989035465208252]","[2.370651003404627, 0.16201568147630543, 0.7456030598655286, 0.8098236529270638, 0.7793235116988718]","[2.4565057158690964, 0.1864175206354077, 0.8098236529270638, 0.8720387337308454, 0.8415576586148332]","[2.538982776153404, 0.1994677604420274, 0.8720387337308454, 0.9254039967633312, 0.898737384814481]","[2.618480056727498, 0.20879362438522137, 0.9254039967633312, 0.9781809195097873, 0.9527415772986044]","[2.6943229269416564, 0.23407646842140362, 0.9781809195097873, 1.0321383317160324, 1.0049320484974373]","[2.7744778163591923, 0.23043165914379654, 1.0321383317160324, 1.0877917619073139, 1.06036978872047]","[2.8334558554337805, 0.24001799511169375, 1.0877917619073139, 1.1524006843596883, 1.1183115070025753]","[2.908981646738043, 0.2278621186098253, 1.1524006843596883, 1.2391091277337074, 1.1927251032780721]","[3.07390739778683, 0.25477483025670483, 1.2391091277337074, 1.3817925422864044, 1.3054677092213691]","[3.3340891734293883, 0.2764605913392702, 1.3817925422864044, 2.553105062853291, 1.5800554573121006]"
8.1720,"[1.9942887187067002, 0.17841722626482182, 0.456644941935079, 0.6492649246523656, 0.5866622266256007]","[2.2532722999973425, 0.17486251426948343, 0.6492649246523656, 0.7429346175272955, 0.6966747691194638]","[2.4023057858678887, 0.17369953984380265, 0.7429346175272955, 0.80760434053719, 0.7774727541736347]","[2.4813399132442497, 0.1820751954136894, 0.80760434053719, 0.8716190058644063, 0.8401918931049135]","[2.57674495177007, 0.2189198343269432, 0.8716190058644063, 0.924869355149981, 0.8977686386100733]","[2.6310216484907096, 0.20952433404296886, 0.924869355149981, 0.9779921419746189, 0.9521617930219102]","[2.7289995902533803, 0.23521238790721377, 0.9779921419746189, 1.0329062257681327, 1.0048492614034532]","[2.7929333753914136, 0.2269431091740922, 1.0329062257681327, 1.0888522765365698, 1.0605263772037727]","[2.868178735843515, 0.23785106253427407, 1.0888522765365698, 1.152711555674436, 1.1193229510748532]","[2.939274001068049, 0.25217144781648876, 1.152711555674436, 1.2409400651110802, 1.1940936706883583]","[3.087697945529389, 0.25620804083602994, 1.2409400651110802, 1.385939114392948, 1.3076679004790834]","[3.38451016413514, 0.3101146741866941, 1.385939114392948, 2.571120516657302, 1.5862467817302677]"
8.0640,"[2.0276433520397497, 0.18137744776902778, 0.4535929781566966, 0.6459764938095823, 0.5839887348506497]","[2.2972293278182847, 0.18031372955497021, 0.6459764938095823, 0.740744556784751, 0.6942665385417724]","[2.4261250927435074, 0.1608376958056955, 0.740744556784751, 0.8055691957249832, 0.7753349219234665]","[2.5234593336388613, 0.20343278538956783, 0.8055691957249832, 0.8699475061287136, 0.8385692678502069]","[2.59882424023129, 0.19787076630605782, 0.8699475061287136, 0.924557681777339, 0.8965377510327948]","[2.6753298523367075, 0.20328758338465586, 0.924557681777339, 0.977564177727836, 0.9514628417459737]","[2.7693981996300727, 0.23406621950130294, 0.977564177727836, 1.0334067390927713, 1.0046237532531581]","[2.843627195668288, 0.23059240879359905, 1.0334067390927713, 1.0897346398292334, 1.060876104349626]","[2.9214571504836058, 0.2560389222755068, 1.0897346398292334, 1.1543500469422951, 1.1204180681801235]","[2.993006714513651, 0.2348935420540755, 1.1543500469422951, 1.2438094263195894, 1.1956047140539374]","[3.1207226335163605, 0.2554215461719004, 1.2438094263195894, 1.3873271229272874, 1.3103465712059983]","[3.3988476563622205, 0.2681192145497363, 1.3873271229272874, 2.56775950208086, 1.5908965704522517]"
7.9600,"[2.0575605474641034, 0.1897322743968866, 0.4506610621708791, 0.6424624473046451, 0.5814755149917166]","[2.3231190045242944, 0.18662951600944835, 0.6424624473046451, 0.7382476867095921, 0.6919970515642879]","[2.4753635509743557, 0.18649668624102111, 0.7382476867095921, 0.804558507735004, 0.7734809662347046]","[2.564074627663581, 0.19544194262988224, 0.804558507735004, 0.8687863407950102, 0.8370601579489709]","[2.635845522892989, 0.21080764536047278, 0.8687863407950102, 0.9232029364198856, 0.8955377185563481]","[2.7076107569225085, 0.21134121146325435, 0.9232029364198856, 0.9766026853662916, 0.9508675153462137]","[2.7837283660742127, 0.2254214914507744, 0.9766026853662916, 1.0329217308079583, 1.0042702419811234]","[2.8863144203916105, 0.23507629024180843, 1.0329217308079583, 1.0894522689073676, 1.0610475941643278]","[2.9543465166119938, 0.24391036324818893, 1.0894522689073676, 1.1551258385786762, 1.1212317160844658]","[3.0216192597823346, 0.23072150509927195, 1.1551258385786762, 1.2451745633021054, 1.1970372417521524]","[3.1734960675606936, 0.25681947560483176, 1.2451745633021054, 1.3918496419610022, 1.3132705428482165]","[3.43268123430939, 0.2630632012009412, 1.3918496419610022, 2.6159677135523403, 1.596544592815194]"
7.8590,"[2.0831844371299733, 0.1997107174115946, 0.4478971838263454, 0.6399306338708581, 0.5789614811425673]","[2.3386491574712704, 0.16854967867724335, 0.6399306338708581, 0.7354582301216802, 0.6896672035859474]","[2.481830580693622, 0.17561848412080144, 0.7354582301216802, 0.8026300000116678, 0.7713889342261097]","[2.574793696085389, 0.1977190811408254, 0.8026300000116678, 0.8673964024858216, 0.8353406569361789]","[2.6658296136964896, 0.2501889809075814, 0.8673964024858216, 0.922504716270309, 0.8945707015889657]","[2.7511906134545185, 0.243193472502165, 0.922504716270309, 0.9759167075115406, 0.9502107003637738]","[2.8051561981048763, 0.25311370265817407, 0.9759167075115406, 1.033152694428855, 1.003894762351854]","[2.891699361545425, 0.2608141731558532, 1.033152694428855, 1.0904099526923465, 1.0607391084388293]","[2.9779507303982458, 0.2654686211010136, 1.0904099526923465, 1.1559012862343245, 1.1221120666471576]","[3.0458413809460816, 0.2633282969287632, 1.1559012862343245, 1.2465304145695617, 1.198077364388279]","[3.207891141301274, 0.2771447269691525, 1.2465304145695617, 1.394241963268065, 1.3156230827553796]","[3.487330328137493, 0.29518065108843244, 1.394241963268065, 2.576503024794402, 1.603151350329824]"
7.7600,"[2.093742450668633, 0.16258488505029506, 0.44509511082809133, 0.6378366616622949, 0.5764677261630584]","[2.37001395327565, 0.17438410874841967, 0.6378366616622949, 0.7330179045335863, 0.6874414510942368]","[2.49912911855261, 0.1550943027425431, 0.7330179045335863, 0.8010479015900324, 0.7694280802074015]","[2.601686875045801, 0.2087877545601234, 0.8010479015900324, 0.8665269836730456, 0.8338010722359499]","[2.6859873346441625, 0.2241905690355155, 0.8665269836730456, 0.9215640581352348, 0.8933721066889121]","[2.7598749359948545, 0.21423502018183388, 0.9215640581352348, 0.9757498521244599, 0.9494845676358967]","[2.8377199390584247, 0.24682653488830292, 0.9757498521244599, 1.0330270530523142, 1.0038239289660003]","[2.9191072319516764, 0.2559228034773591, 1.0330270530523142, 1.0901733293125473, 1.0608917416835015]","[2.9873727359324906, 0.25183332736117126, 1.0901733293125473, 1.1565969779453165, 1.122793468824865]","[3.05694892637234, 0.23456324682412094, 1.1565969779453165, 1.2504072936745647, 1.199284848829212]","[3.241486955326538, 0.27121841312618056, 1.2504072936745647, 1.3997375923890087, 1.3184385155913252]","[3.4979050482445526, 0.2537806955402771, 1.3997375923890087, 2.6071342418160603, 1.6077502698802757]"
7.6640,"[2.1391582067570156, 0.19165755946735585, 0.4422963112301969, 0.6355524718255103, 0.5740400270071818]","[2.412109434026125, 0.1972713382812638, 0.6355524718255103, 0.7306174830692923, 0.6852005752001434]","[2.573912177217064, 0.22551498141279164, 0.7306174830692923, 0.7995645021663791, 0.7675951696705844]","[2.6388490345180524, 0.2162404592629435, 0.7995645021663791, 0.865277308082516, 0.832204313597748]","[2.7183495833564844, 0.24152517932428702, 0.865277308082516, 0.9197318798794112, 0.8922542631263912]","[2.7913317283732697, 0.2335040883750824, 0.9197318798794112, 0.9755856016001434, 0.948744697389052]","[2.872448443750627, 0.24057051694667855, 0.9755856016001434, 1.0320803670271035, 1.003381117548883]","[2.9482697024483877, 0.24878581188031273, 1.0320803670271035, 1.0903822849735092, 1.060824248445557]","[3.032424978390412, 0.25725383502579374, 1.0903822849735092, 1.1577949361069921, 1.1238007210409067]","[3.100306417889085, 0.2646455001707993, 1.1577949361069921, 1.2523323982784584, 1.200481426688826]","[3.289302607471698, 0.2761357907068361, 1.2523323982784584, 1.3993804358193942, 1.3208668190437018]","[3.5407085462644696, 0.2865357036626993, 1.3993804358193942, 2.681575155577523, 1.6142010457609706]"
7.5700,"[2.1480000481906916, 0.18472548411049663, 0.439503880658635, 0.6333753769357418, 0.5716243990208089]","[2.4213780301054926, 0.19018403403869696, 0.6333753769357418, 0.728504411587868, 0.6829292127408858]","[2.569682350336307, 0.19496881471238953, 0.728504411587868, 0.7977834723967998, 0.7655120038278932]","[2.670930698073835, 0.2235929058043112, 0.7977834723967998, 0.8649434377772053, 0.83074508200158]","[2.751114498936963, 0.24943308743681494, 0.8649434377772053, 0.918335852657034, 0.8912757655770922]","[2.824471718608156, 0.23212217799884033, 0.918335852657034, 0.9746962697849071, 0.9480705937812801]","[2.8883952755123277, 0.257716717397533, 0.9746962697849071, 1.0316329250068574, 1.003038261831166]","[2.9722526356639127, 0.2505746746286702, 1.0316329250068574, 1.091720992746142, 1.060974534319206]","[3.057958817260945, 0.26618654279072795, 1.091720992746142, 1.1597900351134611, 1.124721517521082]","[3.1320310652022862, 0.2646469138720897, 1.1597900351134611, 1.2529880061101717, 1.2020057090077454]","[3.297070960072632, 0.31125957553699685, 1.2529880061101717, 1.4065213406094532, 1.3231656945901187]","[3.5608204797762157, 0.27432487317355697, 1.4065213406094532, 2.66239959896221, 1.6195009007027965]"
7.4800,"[2.188601089136322, 0.1894204825274722, 0.436692450565914, 0.631367554894548, 0.5691558462019145]","[2.448641055692728, 0.19185072460582855, 0.631367554894548, 0.7256090578230934, 0.6805727970288272]","[2.5990657534604025, 0.19401847158989327, 0.7256090578230934, 0.7959893960881715, 0.7633897987355575]","[2.6909315749802283, 0.22069076960140324, 0.7959893960881715, 0.8624918792896165, 0.8289438464751847]","[2.7725566955432015, 0.23583958327859958, 0.8624918792896165, 0.9175065792750382, 0.8899668127686137]","[2.843135378778127, 0.21697495769309813, 0.9175065792750382, 0.9741313339268829, 0.9470758833042171]","[2.9187866531251254, 0.26215740630410045, 0.9741313339268829, 1.0311112730910832, 1.0024966023718938]","[3.0063071409332767, 0.2629432560364248, 1.0311112730910832, 1.0923179806615302, 1.060931024589398]","[3.0901453651110256, 0.24982246396452842, 1.0923179806615302, 1.1604393345216442, 1.1251519558122487]","[3.183299577126412, 0.26303239056883093, 1.1604393345216442, 1.2545182414694822, 1.2032098185940423]","[3.3193678562547233, 0.2820650682557038, 1.2545182414694822, 1.4080622885297942, 1.3253089101251534]","[3.591444051404228, 0.28198768831762927, 1.4080622885297942, 2.798199756206004, 1.6266494003967666]"
7.3910,"[2.196226640643454, 0.1773126055619781, 0.434009049075657, 0.6292639057208173, 0.5668397429327143]","[2.46058786693529, 0.175608101952459, 0.6292639057208173, 0.7231938161883825, 0.6784239270187657]","[2.6109148643600255, 0.19414821497466467, 0.7231938161883825, 0.7951400403771758, 0.7614590898299962]","[2.711468745557381, 0.21152385481013475, 0.7951400403771758, 0.8607447902984631, 0.8274365005632291]","[2.806105313263296, 0.248607732836446, 0.8607447902984631, 0.9163065816839057, 0.8890272815883736]","[2.8841458691082487, 0.2470047209349087, 0.9163065816839057, 0.9743228078704947, 0.9465215714971366]","[2.978444712950427, 0.277799910811784, 0.9743228078704947, 1.0322849631811983, 1.0025612088241844]","[3.0463825565031173, 0.26111703552759247, 1.0322849631811983, 1.091542995874839, 1.0611433979268154]","[3.1164187840734505, 0.25916320489324113, 1.091542995874839, 1.16080505242641, 1.1258953686601472]","[3.2243072804973565, 0.2704947410232628, 1.16080505242641, 1.2567656297428844, 1.204623085820069]","[3.3665842456422763, 0.2924892073385245, 1.2567656297428844, 1.4085615441912698, 1.3278042957529612]","[3.6436561187902603, 0.28186646473222765, 1.4085615441912698, 2.671150871694553, 1.6319160117169658]"
7.3050,"[2.2100276656621176, 0.17410338293971653, 0.4312234844715407, 0.6271419589624865, 0.5644797725700096]","[2.474253614531151, 0.1685298957411252, 0.6271419589624865, 0.7215454720733588, 0.6762259386234617]","[2.6410586672694247, 0.1824808540466556, 0.7215454720733588, 0.7933357394567161, 0.7594742765584013]","[2.7324506382907954, 0.2221715080437857, 0.7933357394567161, 0.8604639293689981, 0.8258014501551579]","[2.8082301991628644, 0.2392460583548547, 0.8604639293689981, 0.915203998530716, 0.8878300916327426]","[2.9100547050494394, 0.26281968912500014, 0.915203998530716, 0.9730980344667114, 0.9456508743176341]","[2.980876457620329, 0.2715652459847122, 0.9730980344667114, 1.031301768848251, 1.0018868037852113]","[3.0778295182427162, 0.27215803764868124, 1.031301768848251, 1.0932891109075318, 1.0612846866203007]","[3.1712189811347775, 0.28631970741505686, 1.0932891109075318, 1.1605763574048111, 1.1270617093337565]","[3.234326614846538, 0.26777357358778386, 1.1605763574048111, 1.2577133754606147, 1.2056455959397634]","[3.413316759599459, 0.28216678091964476, 1.2577133754606147, 1.415354731855659, 1.3306485536129158]","[3.698210797979287, 0.2783183100982253, 1.415354731855659, 2.751206781243506, 1.6390769620454464]"
